All/001_Pelvis_Bend_25_JCM,0,,Pelvis,25,,,,,
All/490_Right Pectoral_UpDown_N10,0,,Right Pectoral,-10,,,,,
All/491_Right Pectoral_Side_N10,0,,Right Pectoral,,-10,,,,
All/492_Right Pectoral_Side_10,0,,Right Pectoral,,10,,,,
All/493_Right Pectoral_Twist_N15,0,,Right Pectoral,,,-15,,,
All/494_Right Pectoral_Twist_15,0,,Right Pectoral,,,15,,,
All/495_Right Pectoral_X Translate_N3,0,,Right Pectoral,,,,-3,,
All/496_Right Pectoral_X Translate_3,0,,Right Pectoral,,,,3,,
All/497_Right Pectoral_Y Translate_3,0,,Right Pectoral,,,,,3,
All/498_Right Pectoral_Y Translate_N3,0,,Right Pectoral,,,,,-3,
All/499_Right Pectoral_Z Translate_3,0,,Right Pectoral,,,,,,3
All/500_Right Pectoral_Z Translate_N3,0,,Right Pectoral,,,,,,-3
All/501_Right Collar_Twist_30_JCM,0,,Right Collar,30,,,,,
All/502_Right Collar_Twist_N30_JCM,0,,Right Collar,-30,,,,,
All/503_Right Collar_FrontBack_N17_JCM,0,,Right Collar,,-17,,,,
All/504_Right Collar_FrontBack_26,0,,Right Collar,,26,,,,
All/505_Right Collar_Bend_N55_JCM,0,,Right Collar,,,-55,,,
All/506_Right Collar_Bend_10,0,,Right Collar,,,10,,,
All/507_Right Shoulder Bend_FrontBack_N40,0,,Right Shoulder Bend,,-40,,,,
All/508_Right Shoulder Bend_FrontBack_110_JCM,0,,Right Shoulder Bend,,110,,,,
All/509_Right Shoulder Bend_FrontBack_N22,0,,Right Shoulder Bend,,-22,,,,
All/510_Right Shoulder Bend_FrontBack_N4,0,,Right Shoulder Bend,,-4,,,,
All/511_Right Shoulder Bend_FrontBack_15_JCM,0,,Right Shoulder Bend,,15,,,,
All/512_Right Shoulder Bend_FrontBack_34_JCM,0,,Right Shoulder Bend,,34,,,,
All/513_Right Shoulder Bend_FrontBack_53_JCM,0,,Right Shoulder Bend,,53,,,,
All/514_Right Shoulder Bend_FrontBack_72_JCM,0,,Right Shoulder Bend,,72,,,,
All/515_Right Shoulder Bend_FrontBack_91_JCM,0,,Right Shoulder Bend,,91,,,,
All/516_Right Shoulder Bend_Bend_N90_JCM,0,,Right Shoulder Bend,,,-90,,,
All/517_Right Shoulder Bend_Bend_40_JCM,0,,Right Shoulder Bend,,,40,,,
All/518_Right Shoulder Bend_Bend_23_JCM,0,,Right Shoulder Bend,,,23,,,
All/519_Right Shoulder Bend_Bend_6_JCM,0,,Right Shoulder Bend,,,6,,,
All/520_Right Shoulder Bend_Bend_N10_JCM,0,,Right Shoulder Bend,,,-10,,,
All/521_Right Shoulder Bend_Bend_N26_JCM,0,,Right Shoulder Bend,,,-26,,,
All/522_Right Shoulder Bend_Bend_N42_JCM,0,,Right Shoulder Bend,,,-42,,,
All/523_Right Shoulder Bend_Bend_N58_JCM,0,,Right Shoulder Bend,,,-58,,,
All/524_Right Shoulder Bend_Bend_N74_JCM,0,,Right Shoulder Bend,,,-74,,,
All/525_Right Shoulder Twist_Twist_80,0,,Right Shoulder Twist,80,,,,,
All/526_Right Shoulder Twist_Twist_N95,0,,Right Shoulder Twist,-95,,,,,
All/527_Right Shoulder Bend_Front110Bend_40_JCM,0,,Right Shoulder Bend,,110,40,,,
All/528_Right Shoulder Bend_Front97Bend_35_JCM,0,,Right Shoulder Bend,,97,35,,,
All/529_Right Shoulder Bend_Front83Bend_30_JCM,0,,Right Shoulder Bend,,83,30,,,
All/530_Right Shoulder Bend_Front69Bend_25_JCM,0,,Right Shoulder Bend,,69,25,,,
All/531_Right Shoulder Bend_Front55Bend_20_JCM,0,,Right Shoulder Bend,,55,20,,,
All/532_Right Shoulder Bend_Front41Bend_15_JCM,0,,Right Shoulder Bend,,41,15,,,
All/533_Right Shoulder Bend_Front27Bend_10_JCM,0,,Right Shoulder Bend,,27,10,,,
All/534_Right Shoulder Bend_Front14Bend_5_JCM,0,,Right Shoulder Bend,,14,5,,,
All/535_Right Shoulder Bend_Front110Bend_N90_JCM,0,,Right Shoulder Bend,,110,-90,,,
All/536_Right Shoulder Bend_Front97Bend_N79_JCM,0,,Right Shoulder Bend,,97,-79,,,
All/537_Right Shoulder Bend_Front83Bend_N68_JCM,0,,Right Shoulder Bend,,83,-68,,,
All/538_Right Shoulder Bend_Front69Bend_N57_JCM,0,,Right Shoulder Bend,,69,-57,,,
All/539_Right Shoulder Bend_Front55Bend_N45_JCM,0,,Right Shoulder Bend,,55,-45,,,
All/540_Right Shoulder Bend_Front41Bend_N34_JCM,0,,Right Shoulder Bend,,41,-34,,,
All/541_Right Shoulder Bend_Front27Bend_N23_JCM,0,,Right Shoulder Bend,,27,-23,,,
All/542_Right Shoulder Bend_Front14Bend_N11_JCM,0,,Right Shoulder Bend,,14,-11,,,
All/543_Right Forearm Bend_Bend_N20_JCM,0,,Right Forearm Bend,,-20,,,,
All/544_Right Forearm Bend_Bend_75_JCM,0,,Right Forearm Bend,,75,,,,
All/545_Right Forearm Bend_Bend_135_JCM,0,,Right Forearm Bend,,135,,,,
All/546_Right Forearm Bend_Bend_115_JCM,0,,Right Forearm Bend,,115,,,,
All/547_Right Forearm Bend_Bend_95_JCM,0,,Right Forearm Bend,,95,,,,
All/548_Right Forearm Bend_Bend_56_JCM,0,,Right Forearm Bend,,56,,,,
All/549_Right Forearm Bend_Bend_37_JCM,0,,Right Forearm Bend,,37,,,,
All/550_Right Forearm Bend_Bend_18_JCM,0,,Right Forearm Bend,,18,,,,
All/551_Right Forearm Bend_Bend_N1,0,,Right Forearm Bend,,-1,,,,
All/552_Right Forearm Twist_Twist_80,0,,Right Forearm Twist,80,,,,,
All/553_Right Forearm Twist_Twist_N90,0,,Right Forearm Twist,-90,,,,,
,0,,Right Forearm Bend,,110,,,,
All/554_Right Forearm Twist_Twist_N90_JCM,,,Right Forearm Twist,-90,,,,,
All/555_Right Hand_Twist_10,0,,Right Hand,10,,,,,
All/556_Right Hand_Twist_N10,0,,Right Hand,-10,,,,,
All/557_Right Hand_Side_N30,0,,Right Hand,,-30,,,,
All/558_Right Hand_Side_28,0,,Right Hand,,28,,,,
All/559_Right Hand_Bend_N80_JCM,0,,Right Hand,,,-80,,,
All/560_Right Hand_Bend_70_JCM,0,,Right Hand,,,70,,,
All/561_Right Hand_Bend_51_JCM,0,,Right Hand,,,51,,,
All/562_Right Hand_Bend_32_JCM,0,,Right Hand,,,32,,,
All/563_Right Hand_Bend_13_JCM,0,,Right Hand,,,13,,,
All/564_Right Hand_Bend_N6_JCM,0,,Right Hand,,,-6,,,
All/565_Right Hand_Bend_N25_JCM,0,,Right Hand,,,-25,,,
All/566_Right Hand_Bend_N44_JCM,0,,Right Hand,,,-44,,,
All/567_Right Hand_Bend_N62_JCM,0,,Right Hand,,,-62,,,
All/568_Right Thumb 1_Twist_36,0,,Right Thumb 1,36,,,,,
All/569_Right Thumb 1_Twist_N15,0,,Right Thumb 1,-15,,,,,
All/570_Right Thumb 1_Bend_N40,0,,Right Thumb 1,,-40,,,,
All/571_Right Thumb 1_Bend_N50_JCM,0,,Right Thumb 1,,-50,,,,
All/572_Right Thumb 1_Bend_26,0,,Right Thumb 1,,26,,,,
All/573_Right Thumb 1_UpDown_N20_JCM,0,,Right Thumb 1,,,-20,,,
All/574_Right Thumb 1_UpDown_20,0,,Right Thumb 1,,,20,,,
All/575_Right Thumb 2_Bend_N65_JCM,0,,Right Thumb 2,,-65,,,,
All/576_Right Thumb 2_Bend_15,0,,Right Thumb 2,,15,,,,
All/577_Right Thumb 3_Bend_N90_JCM,0,,Right Thumb 3,,-90,,,,
All/578_Right Thumb 3_Bend_N77_JCM,0,,Right Thumb 3,,-77,,,,
All/579_Right Thumb 3_Bend_N64_JCM,0,,Right Thumb 3,,-64,,,,
All/580_Right Thumb 3_Bend_N50_JCM,0,,Right Thumb 3,,-50,,,,
All/581_Right Thumb 3_Bend_N36_JCM,0,,Right Thumb 3,,-36,,,,
All/582_Right Thumb 3_Bend_N22_JCM,0,,Right Thumb 3,,-22,,,,
All/583_Right Thumb 3_Bend_N8_JCM,0,,Right Thumb 3,,-8,,,,
All/584_Right Thumb 3_Bend_6,0,,Right Thumb 3,,6,,,,
All/585_Right Thumb 3_Bend_20,0,,Right Thumb 3,,20,,,,
All/586_Right Carpal 1_Side_N4,0,,Right Carpal 1,,-4,,,,
All/587_Right Carpal 1_Side_3,0,,Right Carpal 1,,3,,,,
All/588_Right Carpal 1_Bend_N4,0,,Right Carpal 1,,,-4,,,
All/589_Right Carpal 1_Bend_4,0,,Right Carpal 1,,,4,,,
All/590_Right Index 1_Twist_5,0,,Right Index 1,5,,,,,
All/591_Right Index 1_Twist_N5,0,,Right Index 1,-5,,,,,
All/592_Right Index 1_Side_N12,0,,Right Index 1,,-12,,,,
All/593_Right Index 1_Side_18,0,,Right Index 1,,18,,,,
All/594_Right Index 1_Bend_N50,0,,Right Index 1,,,-50,,,
All/595_Right Index 1_Bend_90_JCM,0,,Right Index 1,,,90,,,
All/596_Right Index 1_Bend_72_JCM,0,,Right Index 1,,,72,,,
All/597_Right Index 1_Bend_54_JCM,0,,Right Index 1,,,54,,,
All/598_Right Index 1_Bend_36_JCM,0,,Right Index 1,,,36,,,
All/599_Right Index 1_Bend_18_JCM,0,,Right Index 1,,,18,,,
All/600_Right Index 1_Bend_1_JCM,0,,Right Index 1,,,1,,,
All/601_Right Index 1_Bend_N16,0,,Right Index 1,,,-16,,,
All/602_Right Index 1_Bend_N33,0,,Right Index 1,,,-33,,,
All/603_Right Index 2_Bend_N12,0,,Right Index 2,,,-12,,,
All/604_Right Index 2_Bend_105_JCM,0,,Right Index 2,,,105,,,
All/605_Right Index 2_Bend_90_JCM,0,,Right Index 2,,,90,,,
All/606_Right Index 2_Bend_75_JCM,0,,Right Index 2,,,75,,,
All/607_Right Index 2_Bend_60_JCM,0,,Right Index 2,,,60,,,
All/608_Right Index 2_Bend_45_JCM,0,,Right Index 2,,,45,,,
All/609_Right Index 2_Bend_30_JCM,0,,Right Index 2,,,30,,,
All/610_Right Index 2_Bend_16_JCM,0,,Right Index 2,,,16,,,
All/611_Right Index 2_Bend_2_JCM,0,,Right Index 2,,,2,,,
All/612_Right Index 3_Bend_N20,0,,Right Index 3,,,-20,,,
All/613_Right Index 3_Bend_90_JCM,0,,Right Index 3,,,90,,,
All/614_Right Index 3_Bend_76_JCM,0,,Right Index 3,,,76,,,
All/615_Right Index 3_Bend_62_JCM,0,,Right Index 3,,,62,,,
All/616_Right Index 3_Bend_48_JCM,0,,Right Index 3,,,48,,,
All/617_Right Index 3_Bend_34_JCM,0,,Right Index 3,,,34,,,
All/618_Right Index 3_Bend_20_JCM,0,,Right Index 3,,,20,,,
All/619_Right Index 3_Bend_6_JCM,0,,Right Index 3,,,6,,,
All/620_Right Index 3_Bend_N7,0,,Right Index 3,,,-7,,,
All/621_Right Carpal 2_Side_N2,0,,Right Carpal 2,,-2,,,,
All/622_Right Carpal 2_Side_2,0,,Right Carpal 2,,2,,,,
All/623_Right Carpal 2_Bend_N4,0,,Right Carpal 2,,,-4,,,
All/624_Right Carpal 2_Bend_4,0,,Right Carpal 2,,,4,,,
All/625_Right Mid 1_Twist_5,0,,Right Mid 1,5,,,,,
All/626_Right Mid 1_Twist_N5,0,,Right Mid 1,-5,,,,,
All/627_Right Mid 1_Side_N12,0,,Right Mid 1,,-12,,,,
All/628_Right Mid 1_Side_12,0,,Right Mid 1,,12,,,,
All/629_Right Mid 1_Bend_N50,0,,Right Mid 1,,,-50,,,
All/630_Right Mid 1_Bend_95_JCM,0,,Right Mid 1,,,95,,,
All/631_Right Mid 1_Bend_76_JCM,0,,Right Mid 1,,,76,,,
All/632_Right Mid 1_Bend_58_JCM,0,,Right Mid 1,,,58,,,
All/633_Right Mid 1_Bend_40_JCM,0,,Right Mid 1,,,40,,,
All/634_Right Mid 1_Bend_22_JCM,0,,Right Mid 1,,,22,,,
All/635_Right Mid 1_Bend_4_JCM,0,,Right Mid 1,,,4,,,
All/636_Right Mid 1_Bend_N14,0,,Right Mid 1,,,-14,,,
All/637_Right Mid 1_Bend_N32,0,,Right Mid 1,,,-32,,,
All/638_Right Mid 2_Bend_N12,0,,Right Mid 2,,,-12,,,
All/639_Right Mid 2_Bend_105_JCM,0,,Right Mid 2,,,105,,,
All/640_Right Mid 2_Bend_90_JCM,0,,Right Mid 2,,,90,,,
All/641_Right Mid 2_Bend_75_JCM,0,,Right Mid 2,,,75,,,
All/642_Right Mid 2_Bend_60_JCM,0,,Right Mid 2,,,60,,,
All/643_Right Mid 2_Bend_45_JCM,0,,Right Mid 2,,,45,,,
All/644_Right Mid 2_Bend_30_JCM,0,,Right Mid 2,,,30,,,
All/645_Right Mid 2_Bend_16_JCM,0,,Right Mid 2,,,16,,,
All/646_Right Mid 2_Bend_2_JCM,0,,Right Mid 2,,,2,,,
All/647_Right Mid 3_Bend_N20,0,,Right Mid 3,,,-20,,,
All/648_Right Mid 3_Bend_90_JCM,0,,Right Mid 3,,,90,,,
All/649_Right Mid 3_Bend_76_JCM,0,,Right Mid 3,,,76,,,
All/650_Right Mid 3_Bend_62_JCM,0,,Right Mid 3,,,62,,,
All/651_Right Mid 3_Bend_48_JCM,0,,Right Mid 3,,,48,,,
All/652_Right Mid 3_Bend_34_JCM,0,,Right Mid 3,,,34,,,
All/653_Right Mid 3_Bend_20_JCM,0,,Right Mid 3,,,20,,,
All/654_Right Mid 3_Bend_6_JCM,0,,Right Mid 3,,,6,,,
All/655_Right Mid 3_Bend_N7,0,,Right Mid 3,,,-7,,,
All/656_Right Carpal 3_Side_N3,0,,Right Carpal 3,,-3,,,,
All/657_Right Carpal 3_Side_3,0,,Right Carpal 3,,3,,,,
All/658_Right Carpal 3_Bend_N4,0,,Right Carpal 3,,,-4,,,
All/659_Right Carpal 3_Bend_4,0,,Right Carpal 3,,,4,,,
All/660_Right Ring 1_Twist_5,0,,Right Ring 1,5,,,,,
All/661_Right Ring 1_Twist_N5,0,,Right Ring 1,-5,,,,,
All/662_Right Ring 1_Side_N12,0,,Right Ring 1,,-12,,,,
All/663_Right Ring 1_Side_12,0,,Right Ring 1,,12,,,,
All/664_Right Ring 1_Bend_N50,0,,Right Ring 1,,,-50,,,
All/665_Right Ring 1_Bend_90_JCM,0,,Right Ring 1,,,90,,,
All/666_Right Ring 1_Bend_72_JCM,0,,Right Ring 1,,,72,,,
All/667_Right Ring 1_Bend_54_JCM,0,,Right Ring 1,,,54,,,
All/668_Right Ring 1_Bend_36_JCM,0,,Right Ring 1,,,36,,,
All/669_Right Ring 1_Bend_18_JCM,0,,Right Ring 1,,,18,,,
All/670_Right Ring 1_Bend_1_JCM,0,,Right Ring 1,,,1,,,
All/671_Right Ring 1_Bend_N16,0,,Right Ring 1,,,-16,,,
All/672_Right Ring 1_Bend_N33,0,,Right Ring 1,,,-33,,,
All/673_Right Ring 2_Bend_N12,0,,Right Ring 2,,,-12,,,
All/674_Right Ring 2_Bend_105_JCM,0,,Right Ring 2,,,105,,,
All/675_Right Ring 2_Bend_90_JCM,0,,Right Ring 2,,,90,,,
All/676_Right Ring 2_Bend_75_JCM,0,,Right Ring 2,,,75,,,
All/677_Right Ring 2_Bend_60_JCM,0,,Right Ring 2,,,60,,,
All/678_Right Ring 2_Bend_45_JCM,0,,Right Ring 2,,,45,,,
All/679_Right Ring 2_Bend_30_JCM,0,,Right Ring 2,,,30,,,
All/680_Right Ring 2_Bend_16_JCM,0,,Right Ring 2,,,16,,,
All/681_Right Ring 2_Bend_2_JCM,0,,Right Ring 2,,,2,,,
All/682_Right Ring 3_Bend_N20,0,,Right Ring 3,,,-20,,,
All/683_Right Ring 3_Bend_90_JCM,0,,Right Ring 3,,,90,,,
All/684_Right Ring 3_Bend_76_JCM,0,,Right Ring 3,,,76,,,
All/685_Right Ring 3_Bend_62_JCM,0,,Right Ring 3,,,62,,,
All/686_Right Ring 3_Bend_48_JCM,0,,Right Ring 3,,,48,,,
All/687_Right Ring 3_Bend_34_JCM,0,,Right Ring 3,,,34,,,
All/688_Right Ring 3_Bend_20_JCM,0,,Right Ring 3,,,20,,,
All/689_Right Ring 3_Bend_6_JCM,0,,Right Ring 3,,,6,,,
All/690_Right Ring 3_Bend_N7,0,,Right Ring 3,,,-7,,,
All/691_Right Carpal 4_Side_N3,0,,Right Carpal 4,,-3,,,,
All/692_Right Carpal 4_Side_4,0,,Right Carpal 4,,4,,,,
All/693_Right Carpal 4_Bend_N4,0,,Right Carpal 4,,,-4,,,
All/694_Right Carpal 4_Bend_4,0,,Right Carpal 4,,,4,,,
All/695_Right Pinky 1_Twist_5,0,,Right Pinky 1,5,,,,,
All/696_Right Pinky 1_Twist_N5,0,,Right Pinky 1,-5,,,,,
All/697_Right Pinky 1_Side_N18,0,,Right Pinky 1,,-18,,,,
All/698_Right Pinky 1_Side_12,0,,Right Pinky 1,,12,,,,
All/699_Right Pinky 1_Bend_N50,0,,Right Pinky 1,,,-50,,,
All/700_Right Pinky 1_Bend_90_JCM,0,,Right Pinky 1,,,90,,,
All/701_Right Pinky 1_Bend_72_JCM,0,,Right Pinky 1,,,72,,,
All/702_Right Pinky 1_Bend_54_JCM,0,,Right Pinky 1,,,54,,,
All/703_Right Pinky 1_Bend_36_JCM,0,,Right Pinky 1,,,36,,,
All/704_Right Pinky 1_Bend_18_JCM,0,,Right Pinky 1,,,18,,,
All/705_Right Pinky 1_Bend_1_JCM,0,,Right Pinky 1,,,1,,,
All/706_Right Pinky 1_Bend_N16,0,,Right Pinky 1,,,-16,,,
All/707_Right Pinky 1_Bend_N33,0,,Right Pinky 1,,,-33,,,
All/708_Right Pinky 2_Bend_N12,0,,Right Pinky 2,,,-12,,,
All/709_Right Pinky 2_Bend_105_JCM,0,,Right Pinky 2,,,105,,,
All/710_Right Pinky 2_Bend_90_JCM,0,,Right Pinky 2,,,90,,,
All/711_Right Pinky 2_Bend_75_JCM,0,,Right Pinky 2,,,75,,,
All/712_Right Pinky 2_Bend_60_JCM,0,,Right Pinky 2,,,60,,,
All/713_Right Pinky 2_Bend_45_JCM,0,,Right Pinky 2,,,45,,,
All/714_Right Pinky 2_Bend_30_JCM,0,,Right Pinky 2,,,30,,,
All/715_Right Pinky 2_Bend_16_JCM,0,,Right Pinky 2,,,16,,,
All/716_Right Pinky 2_Bend_2_JCM,0,,Right Pinky 2,,,2,,,
All/717_Right Pinky 3_Bend_N20,0,,Right Pinky 3,,,-20,,,
All/718_Right Pinky 3_Bend_90_JCM,0,,Right Pinky 3,,,90,,,
All/719_Right Pinky 3_Bend_76_JCM,0,,Right Pinky 3,,,76,,,
All/720_Right Pinky 3_Bend_62_JCM,0,,Right Pinky 3,,,62,,,
All/721_Right Pinky 3_Bend_48_JCM,0,,Right Pinky 3,,,48,,,
All/722_Right Pinky 3_Bend_34_JCM,0,,Right Pinky 3,,,34,,,
All/723_Right Pinky 3_Bend_20_JCM,0,,Right Pinky 3,,,20,,,
All/724_Right Pinky 3_Bend_6_JCM,0,,Right Pinky 3,,,6,,,
All/725_Right Pinky 3_Bend_N7,0,,Right Pinky 3,,,-7,,,
